comments,,,,,
I'm non ipl fan  I love test cricket 🏏,,,,,
Finch unsold kadhu anna,,,,,
If Raina is in ipl 2022 csk will qualify 1st,,,,,
Super hero Raina💪💪💪raina lekapote edhi csk paristithi,,,,,
Hahaha SRH mamulu form lo ledu ga adindala win aaaa,,,,,
Raina😥 💔,,,,,
Miss you raina Bhai,,,,,
Delhi capitals gundu uncle ayithe varey level🔥🔥🤣🤣🤣🤣,,,,,
��మోహన్ బాబు పంచులకి పడి పడి నవ్వుతారు😂వైరల్ అవుతున్న 😂..| మోహన్ బాబు మంచు విష్ణు Troll   https://youtu.be/Pn5ZVWqqCj4.,,,,,
God of cricket son  Arjun tendulkar ❤️❤️,,,,,
Really it's heart breaking about RAINA,,,,,
SRH management should start selling biryani than playing matches with the kind of players they have,,,,,
SRH ki weak area ne batting main ga middle order ippudu top order kuda poyindi inka only defending tho ne game galachali,,,,,
Shankar srh nunchi elipovadam nijam ga manchidi vado oka shani nayalu,,,,,
Miss You Raina Bhai....,,,,,
Andaru csk Raina ni teskole ani edustunaru…Raina cricket career aypoindi ! But worst team mana SRH e cz Warner ni retain cheyaledu so gudda mooskoni undandi,,,,,
Mi 💙🤙 Rohit💙,,,,,
Raina😭,,,,,
Miss You Raina Sir Iam Big Fan You 💛💛💛CSK 2022 👎👎👎👎,,,,,
RR is dangerous team,,,,,
"Same      reaction       when      seeing      Shepherd               ""evaru sir meeru?""  😂😂😂",,,,,
his best bro 😱,,,,,
What a talent bro you are great vere level 🔥🔥,,,,,
Tq bro ❤️,,,,,
Oka sesion adakapothe tisukokapovadam  ento ee ipl mangement 🤭🤭,,,,,
చిన్న thala చిన్న thala అని తలెత్తుకొనివ్వ చేసేశారు కద రా.🤦🤦,,,,,
4:03 paadi teams undi kudaa use leedu 😂😂😂 4:12 eedi highlight 🤣🤣 5:26 eedi arachakaam ashis nehraa nuvu devudvi saami 🤣🤣🤣,,,,,
I miss U Raina IPL Legend😭😭😭,,,,,
Super,,,,,
Tq ❤️,,,,,
Anna be hard work ki hats of,,,,,
Motham mi ki fever ga video chesav kada  bro I think u r mi fan right😎,,,,,
Fan of KKR,,,,,
Em lafoot auction ra idi No Raina no ipl......SureshRaina 17 years ki direct Indian team ki vachadu cha isonti situation endi asalu..........,,,,,
That unvle is from Srikakulam  Gmr owner,,,,,
Iam big fan of suresh raina... And I can't imagine how to see the match without my hero 😭😭😭,,,,,
Miss u Raina in IPL end of era 😭,,,,,
Enduku aa lanja kodku chusina RCB paine padtaru 😂,,,,,
O0,,,,,
Guptil💔😓,,,,,
Raina anna nv leni .ipl ika nunchi nen chudanu ..nv adina adakapoyina im your fan ...& I will proud of that ..love u raina ..💔💔💔,,,,,
IPL 5000plus runs Raina miss u badluck Legend misssuuuuu,,,,,
Raina world cup hero good batsman great fileder miss u Raina too bad IPL Unfortunate  worst bid,,,,,
Raina💔💔,,,,,
"లవ్ యు  రైనా భాయ్ ... ఇకపైన ipl చూడను , క్రికెట్ మీద అభిమానం చచ్చింది ...",,,,,
Yes Bro,,,,,
Finch not sold 😅😅,,,,,
Talapathi Vijay fans hurted ghoose boms dialog comedy chesaru,,,,,
Uncle evaru,,,,,
Suparb video suparb,,,,,
Tq bro ❤️,,,,,
Csk luck is raina without raina csk squad not so good,,,,,
Jofra not playing this year🤣🤣,,,,,
Politics Raina garu fuckers,,,,,
We miss china Thala 😭😭,,,,,
Miss u Mr. IPL the LEGEND... Raina😰😰,,,,,
Enthasepu padukunatvu ra idemaina lardge anukunnavaa paiga Gurkha pedthunnadu,,,,,
Raina 😔😔😔😔 Boycott csk,,,,,
��Raina💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔,,,,,
Raina leni ipl chudali ante baadaga undi 😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭,,,,,
Suresh Raina we miss you 😭😭😭😭😭,,,,,
From this year onwards Iam not supporting to chennai.. miss u raina💔,,,,,
Very bad team for csk without raina,,,,,
2:00 kl rahul:- hammaya manaki full ga runs ivvatanike iddaru same team lo unnaru 😊😊,,,,,
"మిష్టర్ ipl,, మిస్ the ipl...",,,,,
Mi 🔥,,,,,
https://youtu.be/xCdTB2K0aw4,,,,,
Miss u bossu,,,,,
csk worst management blody ediout team ..selfish team ...rip...csk,,,,,
RCB FOREVER💛❤,,,,,
Mr IPL raina,,,,,
Conway 1cr not 3.2,,,,,
"ఇది ముంబై ఇండియన్స్ అంటే 👌👌👌👌 అర్చర్ ఈ సీజన్ కి అందుబాటులో ఉండడని తెలిసి కూడా, వచ్చే సీజన్ నుండి ఆడుతాడు అని తీసుకుంది 👍👍👌👌👌",,,,,
"Next year kosam bid chesharaa, nenade endukabba MI players e year adadam leru anukunna",,,,,
Avnu anna taggedele mi fans ikkada,,,,,
"Whose is the advisor for SRH team.are they are sleeping while auction.  Previously at least match winners : Warner, bairstrow, Rashid Khan, Kane Williamson.   Now only with Kane Williamson...how can they win all the matches. 🤕",,,,,
Archere bumrah eenkaa yorkersaa,,,,,
Vijay shankar ee season lo one of the best performer Lalo okadiga untadu mark my wors,,,,,
Vereeee! Level bro ❤️😘,,,,,
Tq bro ❤️,,,,,
Raina ledu ante very bad,,,,,
Raina legend of IPL.,,,,,
King raina,,,,,
Chetta csk,,,,,
ur king raina nev aadina aadaka pona i am ur fan 😘😘😘 i miss u raina 😭😭,,,,,
Arjun tendulkar ❤️❤️👌👌,,,,,
Raina 😭😭😭😭,,,,,
CSK fans a kadhu bro Rainani ipl fans andharu  like chestharu ❣️,,,,,
Raina not only played for CSK he brought sky image for IPL Miss u legend CSK management is waste where they don't have morals on cricketers and their fans,,,,,
Nuvu konukko bro 😂🤣. Neek undi kada  morals 😂,,,,,
I miss you steven smith,,,,,
Naa lawadalo ipl,,,,,
About SRH super trolling,,,,,
Raina anna leka povadam chala badagaundhi,,,,,
Raina we Miss you,,,,,
These are pre fixed. Don't believe in it.,,,,,
Nice,,,,,
Panikiranivi 10 endhuku annattundhi srh management situation ⭐ players ni konaru meku cup kavali ante ela saamy meeru mararaa...,,,,,
Srh ni emaina amte _______paguludhi,,,,,
Rain game miss thiss ipl,,,,,
Arjuna nikenduku ra ipl🤣🤣🤣🤣,,,,,
Rcb 2022 e saala cup numde 🤭🤭🤭,,,,,
Srh kanway ni buy chesi unte bagundedhi  Srh fans after seeing action  😭😭😭,,,,,
Don't say srh see after troll 🖕🖕🖕,,,,,
MI💙💙💙,,,,,
Video copied dimpesaadu copyright padudhi,,,,,
@Kaskoo raja idhe video bro channel link pedatha aagu,,,,,
"Evaru bro, evru copied",,,,,
Where is legend David warner,,,,,
Part 1,,,,,
MSD and raina best friends CSK antte guthukochidi vallu eddarye,,,,,
Bro ani teams full squad trolls cheyava bro,,,,,
Ok bro,,,,,
CSK Sanka naki pothundhi,,,,,
Anna ks Bharat ralaa Anna,,,,,
Convert 1cr e bro,,,,,
Bro SRH looking so good now😄,,,,,
Conway sold for 1 crs bro not 3.25🙄,,,,,
Guru karam sharma kadu karn sharrma,,,,,
First time Chennai mida kopam vastundi 🔥,,,,,
Rcb team me Raina pakka,,,,,
"Srh conjuse h ,hitters lekapothe ela ,,dead cheap lo kavali manollaki 😂😂😂. SRH. Cup ela 😭😭😭",,,,,
We miss you Raina in this ipl 😔,,,,,
CSK madda kuduthundi e sari pakka,,,,,
"I'm boycotting IPL, can't imagine ipl without chinna thala",,,,,
Chennai tho compare chesthe mi chala better because ... sachin tendulkar ki respect echi ...valla son ni buy chesaru ..but csk ...anno years nunchi csk kosam work chesina Raina ni vadilesaru,,,,,
@Trendy Ak it's just a respect ..not a friendship or ..any relationship ..👍,,,,,
"Nee logic prakaram, IPL players ni friendship and relationship penchukovadaniki tiskovli. Game & Player form tho sambandam ledu.. Ok Ok👍",,,,,
CSK 2022 Vest Ani Cheppochu,,,,,
Raina comes back in the mid season of the ipl,,,,,
అవును,,,,,
ipl 2022 without suresh Raina just csk 2020 and best picks form DC and kkr,,,,,
RAINAA MAA IPL KAA KING MISS U ❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️,,,,,
"Ee year jofra lekpovadam chala badhaga undhi......but sure he will return in 2023 But we have finisher Tim david And bowler's relay Meredith, tymall mills, basil thampi👏",,,,,
Adhi avadhama 😂🤣,,,,,
Lowda lo trolls,,,,,
Ipl lo mr. Ipl lekapovadam too sad,,,,,
Guptil is good player,,,,,
Missing you Raina 😭,,,,,
Wender Dussen yavaru konaleda,,,,,
I am big fan of Raina chala bhadaga vundi,,,,,
miss u raina bhai,,,,,
Eee you tuber mi fan anukuntaa🥴🥴,,,,,
Glenn phillips video yekada moowa mundhu video lo sundar e video phillips 🤦,,,,,
Ipl ke haters undaru fans eyy,,,,,
Raina miss u thala but next year ధోనీ రైనా రిటైర్మెంట్ ఉండొచ్చు,,,,,
Raina for ever,,,,,
Jofra not played this year ...injury nundi vachaka peddaga em pekaledu le ...dont worry,,,,,
RCB No1 ...   Raina weast player...,,,,,
Rcb no .1 naa comedy 😂😂 okkasari kuda cup radu...,,,,,
"Dubey kuda ninney father ayyadu andukey CSK konnaru ,birthday gift 😀",,,,,
As a fan of RCB feeling sad for Raina,,,,,
Rcb fans 🔥🔥🔥,,,,,
As a csk fan feeling sad for not won a single trophy,,,,,
@sri Kumar  Nadiyoo Pakkad mane uncle na magane 😅 Yaako Urkondu Saitira RCB Andre😁.,,,,,
Jekka bro,,,,,
Jofra srh walo thiskovalsindhi,,,,,
Conwey 1 crore not 3 crores,,,,,
Worest team selection srh chi chi,,,,,
Ne yabba Rey......... RCB medha Inkoka troll vesina kuda kutha pagili podhi niku,,,,,
DC Lineup...🔥💥💥,,,,,
Romaria sheprad   big hitter,,,,,
Yuvi-12,,,,,
Kasko raja na majaka nna,,,,,
��🥳,,,,,
Raina love u bhai,,,,,
Video lo mistake undi... Devon Conway   1 CR ki sold... E video lo 3.25 ani undi,,,,,
3D anna di matram🤣😂😂👍,,,,,
Good team #SRH 😍,,,,,
CSK rainani vennupotu podisindi,,,,,
Chinna Thala Fans,,,,,
Vth Out chinna Thala 👑 we can't xpect CSK team,,,,,
Raina lekopothe csk qualify kuda kadu idi nijam,,,,,
Mr ipl 💔💔.... rcb❤❤,,,,,
Raina Leni CSK not interested,,,,,
"Video matram super bro ,👌👌👌👌👌👌👌👌👌👌👌👌😄😄😄",,,,,
Lucknow.....my favourite team,,,,,
Miss you Raina 😭😭😭😭😭😭😭😭,,,,,
Miss You Raina Bahi 💔,,,,,
RIP to CSK,,,,,
https://youtu.be/9jlaAy7QXLI,,,,,
Bold telugu boothulu ... https://youtu.be/9jlaAy7QXLI,,,,,
Conway for 1cr bro,,,,,
Hardik pandya where please reply 🥺🥺🥺🥺,,,,,
"Gujarat Titans bro, captain ipudu",,,,,
@Kaskoo raja mi team lo na,,,,,
"Already retain kada bro,",,,,,
Raina💔,,,,,
��💯,,,,,
I miss raina,,,,,
Vijay shankar nu enduku troll chestunaru atanu oka classic batsamn ina inaki talent lenede Syed mustaf Ali cap echaru cup kotadu,,,,,
Gundu uncle🤪,,,,,
Nuvu CSK fan aara admin,,,,,
Mr ipl unsold 😭😭😭😩😩😩😭😭😭😭im still big fan mr ipl 🥰🥰🥰💪🏻🥰😍😎🤏💗💓,,,,,
We miss you chinna thala 😔 😟,,,,,
��,,,,,
KKR. MI. DC. PUNJAB. Only 4 strong teams,,,,,
RR,,,,,
Lucknow,,,,,
Power of PANT 17 🔥🔥❤️💯,,,,,
Srh thiskunte bagundu Raina ni,,,,,
Nenu masth aaahalu pettukunna bro 2nd malla vasthademo ani kani raledu 💔🥺,,,,,
Miss u chinna thala 🥲🥲🥲💔💔💔,,,,,
Bro team gurnchi chepuu kani RCB gurnchi thopuu ga matladhu adhi niku arhtha ledu,,,,,
Raina ipl king miss you raina,,,,,
Lsg 😎,,,,,
CSK🤮🤮🤮🤮      JAI RCB❤️💛🙏,,,,,
Why csk,,,,,
@Dopaws RCB💪    CSK🖕🤒,,,,,
Hater spotted 🤣,,,,,
E trolls mari SRH fans ni hurt chesela vunnayi,,,,,
Mi will win,,,,,
Edhi gurthu pettuko SRH matchlu gelichaaka matladukundham,,,,,
Last season lo almost cup kotapoyaru  🤣🤣last lo CSK vachi tiskundhi 🤣🤣,,,,,
