comments
Lekapetukunta
Pin
Whick class to you
Hi shruda i am also studing in sri chaitanya school only
Lekkapedhatha
Count system
Nenu lekka pedathanu
Nuvvu a class ?
Hlo nannu kuda 7th aa same like u 🙂
Ni school amo gani mi Amma cha uko bhindi
లెక్క పెడతాం
Good 👍😊😇🙏😊😇😊😊😇🙏😊😊😊😊😇🙏😊😊😊😊😊😊😇
C batch or techno
Your Sri Chaitanya techno school
��🏾👌🏾👌🏾👌🏾👌🏾👌🏾
��𝓮𝓷𝓾 𝓵𝓮𝓴𝓪𝓿𝓮𝓭𝓪𝓽𝓪 𝓱𝓪𝓪𝓱𝓪𝓪
haa lekka pedtha
Iakapaduta fruity akka
Nenu Anthe Akka
Nenu kuda Sri Chaitanya school kani karimnagar lo😔
Sahruda e video Naku chala nachende ne list'bagunde 😀😀😀😆😆😁😁😁
And you have to be a new friend 🐱 I will be there by tomorrow morning 😃 I have u to to take a new year
Lekkapedatamu
Ohh! I was also studying in sri Chaitanya School now onther school
Wow
Nenu lekka pedata pins
��🥚🍫🍿🍪🧃🎂🍰🍭🧁🍬
Superb
Very funny and silly
All the best.
Sahruda I am 7th class
Madi avuru
Which school are you studying
Which branch fruit
Super 👌👌👌👌🏻👌🏻
Sahruda iam aslo Sri Chaitanya school
7th class in manchiryal
Nenu kuda 7th
Pins alage lekkapedataru........ Na vote nike😁✌
Lekkaprttutha
Unaru
lekapedatharu nenu kuda 7 the
lekapedatharu nenu kuda 7 the
Lekhaperatadu
Niku avani avasaram mi mom yibandhi peduthunnav
Count count
Pins lekkapedatham
Superb Baga chaduvu ko amma
Sister ni 7 Class Same
Lekhapartha aunty
Mi school chupiva
Yes akka
Sahruda me too 7th class
Ma Books kuda TESTBOOKS :- 14 NOTEBOOKS :- 26  🥺🥺
Same my friends kids are there
This is not me boy face this is my father
Will can't aunty
Skript
Hi Soumya Sapna ko please what is your name my parent Lakshmi
Nenaithey lekkapeduthaa❤️❤️
Lakkapadatharu
So over action
Yes they will count
Hi
I'm also 7th
I'm also 7
Yes nenu counting chastha fruti
Nv ee cls
Hlo iam also 7 but kakatiya school your nizamabad
Lekkaledataruuy nenu kuda ni lane sis
Hiiiiiiiiiiiiiii sister
Lekkapedutha lekkapedutha
Hii hima
Koncham akuva iendee
Acting super hema
Aeite eppudu yem cheyyamantav chelley.. Sry overacting chelley...
We are also sri chaitanya k2 doolapaly  branch  in kompally
Are you  sri chaitanya  school  which  branch
Count
��😂😂😂😂😂🤣🤣🤣
నేను count chesta sahruda అక్క
Lekavedhtha lekavedhtha
Lakapadutaru
All the best sahrudha 😀
Gift evala niku nanu
Your address
10000 pins akada undavu
What is your school name
Lekavedtha
I am always Sri Chaitanya
lekapaydataru
Aunty stapler pins oka okati kuda count chestaru
My name is ananya varshini
What is your name your name is fruity I like fruity
Nenu pellani nenu lekka bedatha pins
lekkapedutharu pinbox
Lekapedata
I am also Sri Chaitanya school with match
I am also Sri Chaitanya school
Same alane undhali
బంగారు.తల్లి
Avunu nenu lekka pedthanu🤣
No we wont get 60 m Scale
"I'm studying in the same school,, yay!!"
Counting
Sahurudha nenu kuda same 7th class nadhi kuda sri chaithanya school note books also same
aa class nuvvu
Lekka pedtharu
Nenu Lekha Pedda
Lakhapdutha
Neenu lekka pedtha sis iam 8 class
Which class are you studying
Lakkaparataru
��🤣😂😂😂😂😂😂😂🤣🤣🤣🤣🤣🤣😂😂😹😹😹👌
It's me
Nenu lakebertha  I am a child
Lekkapettutha
Lakkapaldatha
Nenu lekapedtha
Sahruda i am also same like u and u forgot to write colours and arts and i am 8 th i think u will enjoy 7 th si much because i also realised and learned so many things
Nenu count chest
��😁😂😂😂😭😭😭😭🥺🙃
I am also sri chaitanya high school
Yaa same in my house
My school name also sree Chaitanya Model High School
Lekapadtam
Very nice ❤️❤️🎉
Undhi ok bye
Iam also same school but iam another branch
I also have same bottle li you it will be sports blue
I will count I will count
Full comedy chala fun chesthunnav very enjoy ra
Hi sahruda I am also studying in 7 th class nenu kuda ini konanu any way your volg is super
Neku nenu help chaste nenu c batch
Sahurda me also 7th class sri chaitanya school boduppal
Lakkapedatha
Lekkapedata
Nenaithe lekkavedatha
Which branch in Hyderabad
Sahruda  nuvu  school  ki Ready   ayye   routine   kuda  upload chevya  pls  pls pls
Pins
Lekkapedatharu
Akkada school
Nanu kuda sri chaitanya school class 7th class jp nagar hostel near jntu 🙂
Iook like  me akka
Lakapadata 17:44
Lakapata 17:47
I am also sri Chaitanya high school
Sri Chaitanya school ki aa bag saripodu antha work istharu.malli akkada okka bag unchali
Nenuhh kuda same
Meru 7 class ha epudu vmmo
Peins 😁😁😁 🙄🙄
��😁😁 count not
Nenu asalu navvu apukole
Lekka pedtham
Miru vunde area cheppu fruity
Nenu kudha sri chaitanya school
He kukatpally lona ni school
Sahruda garu meeru manchiga chadhuvukovalani Manaspurthiga Korukuntunnanu ee video chala bagundhi
sahruda nee school ekkada
U forgot ots 😄😄
Please come to jagityal plz lam requesting you PlZ Adress mochi bazar
So funny🤣😝
pinpanch 10000😂😂
��😂😂😂😂
I am also sri chaitanya school
��👍👍
Ss i will count
full Comedy super super super super super super super super super 👍❤️
I am also 7th class that many station we don't need
Online
Aunty I love you
Op
Sahruda nenu kuda sri chaitanya 7 th class e
Yes
Which school are you
Lekkavedtharu
My school also sri Chaitanya
My school dress also same
Sahruda akka ante nenu sixth class andukane nenu akka annanu Amma Prema vlog chi akka
Superb🥰 list chaduvuthunapudu full comedy 😂🤣 I really love ❤ this vlog a lot 😘
Lakapadutha
Unaru
"Hi hello, shoot your dance video"
��🙂🙂🙂🙂🙂🙂🙂🙂. Ne laga na akka neanu kuda
Yes counting
Super ❤️
Lakavaata
Super vlog sahrudha
i brother also sri chatanya school and he also same standard 7th
Likhawathar likhawathar
Sahoorada please Ne daily  routine
Leakapadatharu
With city in there
Nv school ki epudu pothav serial epudu thisthav
Hima ki support cheyandi she is very talented.stay strong ra
What is 60 meters scale
7
��𝓮𝓵𝓵𝓸 𝓼𝓪𝓱𝓻𝓾𝓭𝓪 𝓼𝓾𝓹𝓮𝓻 𝓼𝓾𝓹𝓮𝓻
Ea school ea village ea class
Unaru
Nanu lakapadutha
I will count.
attalu antaru books ki vese covers ni
Same Pach Akka
Nijam. Ga amma me pappa school ki velataniki kad shop petanike aina edhi amtha scripted video
Amma fruit nen ee massages ani video madhaya ne pedhthuna ekkadaina 60cm scale vuntadha amma aa school thalli Nv
Nenu good girl behihover in home good mom which things she buy i will accept it
Nen nek big fan ni amma but Nv elanti scripted video cheyaku please
Arey edhi mari too much kakapothe 7th standard ki eni thiskelalo thelidha school ki edhi antha script video
Lake padharu
Iekka pedtharu
I am all so 7th class
"My daughter also 7 th class ,and she is staying in narayana iit school"
Hi
All the best సహృద
Count chastaru
Lekkapedatha
Which class
I have 60cm scale
what is your branch
same school sahruda sri chaithanya techno school mine gaddianarram branch
Sahruda i am also same school kani nenu hanamkonda lo kishanpura branch naim nagar
Which branch  i am sr nagar branch
Akka nenu kuda sri chaithanya techno cariculam high school telangana chawrastha lo Telangana la
stock at home
nijam cheppandi Koncham over chesindi Sahruda
Don't cry aunty saharuda is very Latentend girl
లెక్కపెడతాం
Elanti parents andariki vundaali
nenu 10th naake ani pattav Malli nenu kuda sri chaitanya
Hii uver insta id
Sri Chaitanya techno or  icon
Sahruda with school
Which school
Meymu count cheystham aunty really ga🤣
Nanu lakavadtha
Lekkapedathanu
I will count it
Noooooooo😆😆😆😆😆😆😆😆🤣🤣🤣🤣🤣😂
Nenu kuda same school kani nenu 8th  sadashivapet ma school undhi😉
Sahruda nenu Koda Sri chaitanya school
super so funny 😁😁😁
Fruit nuvu Basket marichi poyavu
Nen leka pedta🤣 pins
Random ga Count bale Rasav 🤣 Sahruda
Random ga Count bale Rasav 🤣 Sahruda
Nenu unanu sahruda frutiy
I will count it pins
In there Prasad book stall 60cm scale
Nenu BVRM Sri cheyatanya akka
Sri Chaitanya na ma kuthuru gaani Sri Chaitanya
"Hoo ur also sri chaitanya , I'm also studying in sri chaitanya schl"
all the best fruity
comedy vlog
What is your age
"Oh, sahrudha me too studying in sri chaitanya 9th class"
Sahruda I am also from  Sri Chaitanya school
Same school akka
Andharu 2.0 speed lo chudandi villa sodhi vintaara😅
Pins Lakka padutham
Ipl or c batch
��😭😭😭😂😂😂🙄
Your are sri chaitanya techno school right I am the same school
6 th classe ki 28 books 7 th class ki 38 books ma school lo i te
So funny
Wow 😲
What is your school name
Sri caitanya school annaru kada apsikuda school aa
I am also sri Chaitanya school  sahruda and I am 7 class also sharuda which branch you are
Which class are you studying sahurudha
Lekka peddu thanu nenu laxman ne
Ente ID
Even I am from Sri Chaitanya school and I am 10th
we cen count the pins
You both look like sisters All the best Sahruda May all your dreams come true
All the best  Fruity Baga Chaduko
Lekkavedtha
I will also count
lakpadtha
Same colour uniform and school  name also same
Lekkapedatha lekkapedatha...
Where you buy unform area
Akka nuvvu a class
Laka pedutharu
Iakapidatham
Count chestha
Pencli box and pens
I'm too Sri Chaitanya High school 8 th class
I think  you are studying techno
Mee too sri chaitanya 9th class hostel
Even iam sri chaitanya
Akka Zamzam lo Natco high school uniforms unaya
Sahruda your video super
Lekkapedatha nenu
Sahruda akka nuvu naku istam akka...
Lakapadutha lakapadutha 🤣🤣
School routine vlog uploaded cheyandii
Nenu ithe enchutha
Same  sahruda
Your Sri Chaitanya Techno School
Hi akka I'm also srichaitanya school
Lekkaa pedataru
Same class same school🎒📚🎒📚
What's your age
Sahru school list Vinte  naa gunde aagindi  akka chapinattu Shop pedutthu nattu unti Sahru 😂
super.😂😂😂😂😂
A school Nv ??
Yes I am therw
Sharada are u BTS army
You are Sri Chaitanya school sahruda
Nvv a class
7th class ammee
Pinnulu memu lekka padatham
Which class sister
Which class u
Lekapdatha
Peddatha
Ma... Cheyalalu 7th
Iaka vadtha
Ekada school skales 20 CM untae
Pins count cheysta
Hi akka iam only sri chaitanya school
Akka I am also Sri Chaitanya school  6th class  Medchal branch  my name is T . Shravya yadav
Me also 7 th class  sri chaitanya  school
Lekabeydatha lekabeydatha
Lekapedatharu
How many armies are there here And who is ur bias 🙋🙋
Me home akdaka
Aboo
"me daddy,, mummy tho oka video cheyandi sister"
Super
Hello sacred after
Present which school
Hima medi aa vuru
I will count
Nennu 10 th sis
Naku antha list chustunte stationary shop chestunarani anukuna
Which class are u studying hima😍
7nth anta....
Iam also same school and same class i am HMT branch. Which is your branch
Sahruda nenu kuda ni lane chala pichi panulu chestha nenu kuda ala pins lekkabettanu
500 lid box evaranna kontara mee extra extraalu meeru
List is full overaction
I will count
All videos funny sahruda😂😂🤣
Lekkapedatha
Lekapedatha  lelapedhatha
��😂😂😂😂😂
Super sahruda
Haahaa... 😅🥰🥰
Lekkapedatha lekkapedatha
��😂😂😂😂😂😂😂
over action  papa 😄😄
Yes
Leka peshatharu aunty
My sister
Leka pedatharu nexus chinna pillana my name is janvi
Sahruda I want your phone numeber plz
Yes mamu leka pedhutham
Ma pappa kuda same school
First part is so funny😂😂🤣🤣🤣🤯
Yes
Which class are you
Hema me house Ekkada
When you do video  with  your father
Which country staying you akka
"i am also in sri chaitanya school ,ameerpet 1.I am 4th class"
ఎక్కడ అక్క
7th class ha. Nuvu omg
Lekapadatham
Hi
I am Sri Chaitanya school 🏫
��🤔
So funny
Same class
I am also 7th class
Lekapedata
Ayithe nene neekanna pedha fruity nenu neekante chinna nuvvu 10th class emo anukunna but u look like 10th class kid
I am also Sri Chaitanya school student
i am   fan. of.   alligarm
Same nanu kuda sri chaitanya school 7th class branch yellareddy pet
Lekapedhatha
What is your school name
Very nice 👍 koncham hard ga untudi but   I'm u can do it
75 cm skills are there akka
Sahruda all the best for your new school
Lekapeddatharu sahruda 😍😍😍😂😂
Nadukuda same colour shade
Class
Hi Sahruda me also same  school 🏫  and same class 7th C
Ncert books not buy
Count it
Lekkapedda tha sahudra
Sharuda nenu ni laga pins lekapesdtanu
Sahruda ni cycle
A  class  sahrudha
Your acting is nice
You are a 7 class 😂😂😂😂😂😂😂
Hi sis I'm also 7th class my books are 4300🙄
A class
Same class sahruda
yes
Iakkapedatham
Lakapadutharu
Count
fruity nuvu cherina school sri chaitanya school🎒📚 kadap
Which school sahruda
I am also same school  and I  am also same class
Super vlog  all the best saradha
I am also from chaitanya school 🎒📚
What village
Sri Chaitanya school akkada
Lekkapedatha  sahrudha
All the best my dear student  God bless u.
Lekapertaru qunty
"hey same school but different branch i am nzb branch 1,9THC2"
Share your K-pop story
Laka padha
Sahruda  nuvu school  ki ready ayye routine kuda upload cheyva pls pls pls pls pls pls 🙏🙏🙏🙏🙏🙏🙏🙏
Lekabpedutharu
Iekapedetha
Sri chaitanya na
Hey fruity I'm also in 7th class
Anya books avsar Mile To seventh class ki
Any girl not prepared like this in a book and not there any shop 60cm scale
Lekapedataru
I am same school
Hey me to that school i MVP
Ho you also going to Sri Chaitanya school
I am also 7th class
I am also 7th akka
Lekapedatha lekapedatha
Sahruda do your study routine pleaseeeee
Lakkha pattam
Mehanga akka antha English ravali nekuda 👍😂😂😂
SRI chaitanya ani book paina untey cover chestunnav school dress chusthey ardam kada nuvu a school oo 😂😂😂😂.i am to Sri Chaitanya c-batch.
I aka pit haru
How many years for you pls tell me and birth day date
Super 👌👌
Lekka pedatha
I am also 7th class  Sri chatin
Count  chastharu
��😃😃😃😃😃😃😃😃😃😄😄😄😄😄😄😄😄😁😁😁😁😁😁😁😁😝😝😝😝😝😝
I am also Sri Chaitanya techno school in tadepalligudem 8th class
10 class
One pin box lo 1000 pins untai so neku 10000 ki 10 boxes enough
nenu Koda Sri Chaitanya ne
Lakkapadatha
Lekka pedatham
Sahruda nee bag chala baagundi
Nenu pins ni lakapadatanu
A school
laka Padda akka
Hi
Nenu unna
Fruity lam also 7 class and Sri Chaitanya school in ibp
Lekapedutha
Lekapedtha
��𝓮𝓷𝓾 𝓴𝓾𝓭𝓱𝓪  𝓪𝓷𝓽𝓪
��
Iam also 1st time sri chaitanya in vinakonda
Which branch you are studying ? In Sri Chaitanya
Lekkapedatha lekkapedatha
Pins lekkapedatham
Lekapedatha
Full of overaction
Lakapadutha
All the best for school sahruda akka
Do it video  Nenu meku padha fan na paru geet ha Hyderabad nenu frist year
Even I like aloo bhujia
mamu laka padatamu
https://youtu.be/Sq6sSskfJHw
��👌👌👌👌👌 nice 👍💗💗💗 wow
��😂😂😂😂😁😁😁😁😁
heyyy sahruda madhi kuda sri  chaitanya neee
Pens lakapadatham
Hi sahrudha sorry for calling your name in i am sri chaitanya techno curriculum N4 branch 7 th class only which your studying batch i hope you will reply and thank you
Pins ni kuda lekka pettali
Sahruda nenu kuda 7th class
Ye class
Nenu pins count chesta
"may be it's over in my opinion,and comedy turned overacting"
Sahruda  i am all so  studying📚✏ in      sri chaitanya     in ealur    school🎒
Techno school or c-batch ?? Plss reply
Nice.https://youtu.be/1R_2duBTcgI
Lekkapedataru lekkapedataru 🥰 Sahruda please reply
Nenu lakka padhutha
I also count
I am also 7th
Sri chaitany is very bad school
Akka  all  best
I am also studying in sri chaitanya school sister (Chelli)
Aɴᴛᴀ ᴏᴋ ᴠᴀɴɪ ɴᴜᴠ ᴏᴋᴋᴀ ᴛɪᴍᴇ ʟᴀ ᴏᴋᴋᴀ ʜᴀɪʀsᴛʏʟᴇ ᴠᴇsᴜᴋᴜɴᴛʜᴜɴᴀᴠᴀ ᴇɴᴅʜɪ
Nenu kuda ginte
Nanu kuda adha school and I am 7th class sri chaithanya techno
Please tell me
Which are you study
Haa 10k pins vunai chelli Same ur like my sister
Lekapedtha
nice  🥰🥰🥰
sharuda nice video nv chala esteem but ni face lahey naku kuda dark sports unatay chepavara m product vadalo plz ra
Sri chaithanya which branch
Very funny 🤣so nice video
Lekabedtha
��😀😀
We we will count we will count
Akka you are very lucky
Leka pedatham
Haa nenu lekka pedata pins ni
Akshay
Nuvvu bts fan aa
Akka akka😂😂😂😂😂😂😂😂😂😂😂🤦🤦🤦🤦🤦🤦🤦🤦
Which branch Akka
Nenu pins lekapedutha
Yes
Lekhabadhataru
లెక్క పెడతా లెక్క పెడతా లెక్క పెడతా
Supper hakka
Which class
my daughter is also same school
I am also studying in sri chaitanya and i am 7 th class
Count
Sahruda I am also 7 class
I count i count
I am 8 class
Nuvu school very nice and good ❤️❤️👍
Nenu vunna sahrudha
Nanu kuda sri chaitanya
Lakkapada
Lekapedatham
Leka pedtharu
Nenu lekkapedatha pins ni😁😁😂😂😂😂🤣🤣🤣🤣 .
Sister me to studying in Sri Chaitanya techno school
Lekka pedatha
Haa pinns count chestharu i support sahrudha fruity😁😉😁
Lekaapedatharu
For us notebooks 35 books I am studying 9th
Ya me
Shradha nuv a class
Sahruda me daddy ne kuda chupeiandi please please please 🥺🥺🥺🥺
Super super
Akka nenu nee jokes super ga 😂😂😂😂😂😂
Hi my name is madhumitha iam from vinayak nagar iam to 7th class my goal is to become actor nenu actor a athanu ani anukunte please naku oka like kani reply kani evvandi
Nenu 7th class e
Nenu kuda sri chaitanya school
Ha 👍🏻👏🏻👏🏻👌🏻😀😅🤣
��
��
Vinahu
I am also studying srichaithanya techno school sister I will count 🤣 support sahrudha sis
nuvu catch or techno
nuvu catch or techno
Soo nice 😊
I am also in 7th grade
��👌👌
Lekapedhathsru
Hi Sahruda akka I am also Sri Chaitanya School branch Narsipatnam 6 class
Nenu lekkapedathaa
Class anta meru
Nice
Sahruda ur tallent super . Inkevanna konala
Sahruda aa class
She funny
She is c batch ah
lekapedatha
Lekkavedtham
Iakapadatha lakapadatha
Lakapadatha
Sahurda nuv ni hair care routine cheyava
Lakabadhatha
Hai
Funny
Laka pedutham aunty Super vlog sahruda
I will count pins
19:23 vattalu
Mundu nuvvu lekka pettu
Which class sister
Sahrudha ma papa kuda 7th class
Sahrudha super
Hema akka
��😂😂😂-Iam also Sri chaitanya school. In MNCL branch 8cbatch
Lekavedatham
Yee classes sahruda meeru..!!!
Me also srichaitanya
Fruity akka text books ncert books  online
Mummy Shivpur
LakkhaParatham
Which class ur studying
sahruda your are amazing. ni reels kuda super vuntadi. 25 note books saripovu chaitanya school ki and nv allari chesina cute ga vuntadi ma.i luv u r acting. reels matram super vuntayii ni vii. all the best for u r studies ma.
Super vlog
Lakapatham
Call N.o
My name is Jayanthi
Hi
Nenu kuda 7th class loki epuda valatuna
Hi sahrudha my name is swetha I am your class only
kapda
Paddtham
I'm also Sri Chaitanya Olympiad 🤞🤞in khammam I'm C-Batch I'm also 7th class
Sharudha I am also 7 th techno in sri chatanya school show your books
Which class 🤔
Lakha lakha paratha
Sahruda I'm also  7 class  only
I will  count
Sri chaitanya school a branch sahruda
Please lag cheyyadu
Me
All the best sahrudha
Pin 9088
I am maheswari i am also Sri Chaitanya school in proddutur
I'm also 7
Fruity Miru school ki first time veltunara
Srichaitanya ye branch
lekkapedtha
Lakapadatham anty
��🤣🤣🤣😂😂😂😂😂😂😂😂😂😆😆😆😆😆😆😆🥳🥳🥳🥳
Lkka padutha antti
Hii sahruda me too Sri Chaitanya school and also 7th class
which class
Am.    Geethika.   You.    Which.    Brach.    In.     Sri.  Chaitanya.     In.  Sri. Chaitanya. Am.  N3.   Brach
Sri chaitanya kada
Lekha pedatharu
"Ma papa kuda same, aa school??"
lekkapadatha
Unnam
i am also Sri Chaitanya
I want see your dad
"Lekka pedata, lekka pedata"
"Sahruda nenu kuda Sri Chaitanya school, same class 🥳"
Same school sri Chaitanya
Same class
God bless you to😍😍
Yes
Sahruda which branch are you
Leakapeadetharu
Sahruda nenu kuda ante maamma tetidi
Were. Are.  You. House
I am also Sri Chaitanya
Lakkapadata
Which Class akka
saduvu saradu balapalu doshedu anatundi
I will count
Nice
Lekapedtha lekapedtha
Fruity Akka Next video
I also sri chaitanya ipl in karimnagar
Lekkavedtha
Lekkapedutha👍😅
Lekkapedatha  pinnulu
Akka which branch and which school
Hey I'm also sri chaitanya techno school that AP NTR district (krishna) school branch nandigama I am studying 8th class
Hlo fruity how r u Niku enni years 7 th class ye na inka ok baga chaduvuko bye take care malli star maa loki eppudu velthunnav
Yes
Mi dady ledu annaru  malli vacharaa
Take the scale that to 60cm take the  go to tailor shop and the the measurement tape  ok total 60 cm it will come ok 👌
I am also sri chaitanya high school only  mncl Branch
Yeppudu nuvvu ano class
Which branch
Lekapedatham
Like me 😀😅
Sapoot
Aunt
Laka
Sri chaitanya school 🏫
Same  School you me
Super comedy 😆😆😆🥰🍹😍🍖
Count chestha 🤗😅
Ammo anty okavela nenu sardegna mummy illa adigano nanu champestast aunty 😄 but super comedy I enjoyed a lot
��
��🤣🤣
Super😆😆🤣😂
Vamo pin kuda na
Where is your bad
Picha comedy anitiki anni pairs 😀😀😀🤣🤣🤣🤣
Lekkapettam
What class akka
Lekapedutaam😅😅
Same school
Sri Chaitanya school lo study chala bagutadhi
Akka aa dress Naku ma chali ki uundhi
Adi na SCHOOL 🤧
dady leruga
Which class are u studu
I am also studying in sri chaitanya school only
Unarandi maa house Lo okaru kadu iddaru
��💋💋💋💋💋
��😘😘😘😘😘
Lekka pedtha full comedy vlog super
Super super video
Sahruda please can you say which branch of Sri Chaitanya
Good evening🌙 Sahruda purchasing school bags  🎒📚 📕📕books📚📚 ✒✒pen pencil📝📝 scale⚖️ drawing telling excellent
Hi sis nenu kuda 7th class
I am also sri chaitanya and 7 class only
Ya I will count it
Same me also write a list i give to my mom and same reaction
Meto7thclass
School name
