comments
MY ALL TIME FAVOURITE MOVIES OF SS RAJAMOULI SIR   1. RRR 2. BAHUBALI 2  3. BAHUBALI 1 4. CHATRAPATI 5. VIKRAMARKUDU  6. EEGA 7. MAGADHEEERA 8. MARYADA RAMANNA 9. SIMHADRI 10. SYE 11. YAMA DONGA
magadheera is number one rank
Any movies but top 1 is simhadri🔥🔥🔥🔥🔥🔥🔥🔥
RRR
BEST MOVIE FOR EVER FOR ME IS BAHUBALI 1 AND 2
Rajamouli movies best ranks were : 1. Eega  2. Marayada ramanna  3. Magadheera  4. Vikramarkudu  5. Chatrapathi  6. Student no 1  7. Bahubali the conclusion  8. Simhadri  9. Sye  10. Bahubali the beginning  11. RRR 12. Yamadonga
SSR and Bunny combo 🔥👑👑👑
100 crores kadu 1000 crores.... 🔥🔥🔥
Eega is the best movie of Rajamouli. Eega should be at rank 1 position.
"Eega is the best movie ever made by S. S. Rajamouli. The best story, direction, performance, music, CGI, cinematography, and screenplay."
Enti 100 crores ey naa...ohh half day kaa ok broo 😀
Magadheera deserves 1 or 2.
Okka point kuda cheppaledu prabhas anna gurinchi
"Prabhas gurinchi em chepparenti 😣full disappointed vidio motham chusi ,prabhas acting ela vuntado artham kaledu meekaythe"
1.)బాహుబలి 2.) ఈగ 3.) మగదీర 4.) విక్రమారకుడు 5.) ఛత్రపతి / సింహాద్రి 6.) మర్యాదరమన్న 7.)  యమదంగ 8.) సై 9.) Student No.1
Ippudu RRR ee place lo pedatav??
"Nayana, tharak snnaga ayyaka modati film kantri"
Says about sukumar sir
Prabhas
Vikramarkudu 🔥🔥🔥
When SSR makes Mahabharatham it should be PAN WORLD RANGE
Vikramarkudu & Chatrapati.. Never before Never after Movies
Jai ai ntr 😍✊
Only one Magadheera next RRR
Simhadri is my fav of all Rajamouli movies
J NTR 💥💥💥💥💥💥💥💥💥💥💥💥💥💥💥💥💥💥💥💥💥💥💥💥💥💥💥💥💥💥💥💥💥💥💥💥💥💥💥💥💥💥💥💥💥💥💥💥
Best movie one and only simhadri 💥💥💥💥💥💥💥💥💥💥💥💥💥💥💥
Rrr
అన్న సింహాద్రి గురించి లేటుగా చెప్పావ్
Baahubali 100 kadu bro 1000 cr
Nee abbe
100 కోట్లు కాదు 1000
Bahubali  Magadheera Eega Vikramakudu  Sye Simhadri  Yamodonga  Maryada ramana Student no. 1
Everygreen movie Magadeera Ram charan performance next level
Eega special movie
Jai Prabhas anna
"I like chatrapati,vikramarkundu simhadri best work of rajamuli.."
1000 crores*
"❤Magadheera🔥 is no.1 movie in rajamouli's career (it's  my opinion ,sorry sorry viewers opinion)"
Bro not 100 its 1000cr
"EAGA Asalu hollywood lo ostayi ilanti movies. We are so proud that this type of movie came in Indian cinema and thattu in Telugu. Proud of it. That intense, that elevations, that graphics and that story. Excellent ani cheppali. Forever Eaga. Inkevaru ilamti movie tesina SSR intensity ni match cheytam chala kastam."
2000 Cross
India lo 100 crores  Em matladuthunnav bro
"Bahubali ni top 2 chesko,top 1 ento fix aipo,top 1 ento miku cheppakaledu gaa"
till date chatrapati first half high a commercial cinema kuda ivvale
Eega sudeep acting ❤️
Most of his movies influenced by kannada movie example watch balgalitu ollage baa same story used in maryada ramanna .... Not offending please watch he makes movie to reach good audiences
All are great films but for me no1 simhadri and eega
And the top of the list will be RRR after release 😁
Bahubali remake movie aa bro kadu kada
RRR REPLACE ALL PLACE'S
Use one language.... Dont mix...
100 crs boludu chesayi bayya
100 crores kadhu bhayya 1000crores
Nenu 1000 crores anukunna
Baahubali 100 crores collect chesinda😂😂😂
According to me Vikramaarkudu 💥💥💥💯💯
8:00 first Indian movie collected 1000 crores final collection 1800cr+
Jai ram charan   🔥🔥🔥🔥🔥 jai jai magadhera jai ntr.
Magadeera
Anna plz chitralahari movie gurinchi chepandi anna manchi movie motivational plz anna
